ActivityID,Activity Media Name,ActivityStartDate,ActivityStartTime,Activity Start Time Zone,Activity Type,AnalysisStartDate,CharacteristicName,LaboratoryName,MethodSpeciation,MonitoringLocationID,ProjectID,ResultAnalyticalMethodContext,ResultAnalyticalMethodID,ResultDetectionCondition,DetecQuantLimitMeasure,ResultDetecQuantLimitType,ResultDetecQuantLimitUnit,ResultQualifier,ResultSampleFraction,ResultStatusID,ResultUnit,ResultValue,ResultValueType,Sample Collection Equipment Name,Sample Collection Method ID
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Chromium,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,2.0,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Manganese,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Nickel,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Selenium,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,1.0,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Silver,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.5,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Arsenic,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,3.89,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Barium,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.7,,40.0,,ug/l,,Dissolved,Final,ug/l,105.0,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Cadmium,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,Below Reporting Limit,0.2,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Copper,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,,1.0,,ug/l,,Dissolved,Final,ug/l,1.49,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Lead,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.219,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Zinc,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,39.2,Actual,Water Bottle,GRAB
2021170,Water,2016-09-13,11:40,MDT,Sample-Routine,2016-10-19 00:00:00,Aluminum,Utah Public Health Laboratory,,400219113591901,UNGWMN,USEPA,200.7,Below Reporting Limit,10.0,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
1406012-03,Water,2014-06-09,13:05,MDT,Sample-Routine,2014-06-13 00:00:00,Total Dissolved Solids,"U.S. EPA, Region 8 Laboratory",,383210109285801,UNGWMN,USEPA,160.1,,2.0,Method Detection Level,mg/l,,Dissolved,Final,mg/l,203.0,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Manganese,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Nickel,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Selenium,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,1.0,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Zinc,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,10.0,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Silver,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.5,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Barium,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.7,,40.0,,ug/l,,Dissolved,Final,ug/l,100.0,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Cadmium,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,Below Reporting Limit,0.2,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Copper,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,,1.0,,ug/l,,Dissolved,Final,ug/l,1.99,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Lead,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.125,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Aluminum,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.7,Below Reporting Limit,10.0,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Arsenic,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,1.0,Actual,Water Bottle,GRAB
2021178,Water,2016-09-13,12:20,MDT,Sample-Routine,2016-10-19 00:00:00,Chromium,Utah Public Health Laboratory,,400042113571501,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,2.0,Actual,Water Bottle,GRAB
2055524,Water,2017-05-08,13:30,MDT,Sample-Routine,2017-06-01 00:00:00,Sodium,Utah Public Health Laboratory,,395717111512301,UNGWMN,USEPA,200.7,,,,,BRL,Dissolved,Final,mg/l,333.0,Actual,Water Bottle,GRAB
2055524,Water,2017-05-08,13:30,MDT,Sample-Routine,2017-05-31 00:00:00,Calcium,Utah Public Health Laboratory,,395717111512301,UNGWMN,USEPA,200.7,,,,,BRL,Dissolved,Final,mg/l,83.1,Actual,Water Bottle,GRAB
2055524,Water,2017-05-08,13:30,MDT,Sample-Routine,2017-05-31 00:00:00,Magnesium,Utah Public Health Laboratory,,395717111512301,UNGWMN,USEPA,200.7,,,,,BRL,Dissolved,Final,mg/l,33.7,Actual,Water Bottle,GRAB
2055524,Water,2017-05-08,13:30,MDT,Sample-Routine,,Hardness,Utah Public Health Laboratory,,395717111512301,UNGWMN,APHA,2340B,,,Lower Reporting Limit,mg/l,BRL,Total,Final,mg/l,346.0,Actual,Water Bottle,GRAB
2055524,Water,2017-05-08,13:30,MDT,Sample-Routine,2017-05-31 00:00:00,Boron,Utah Public Health Laboratory,,395717111512301,UNGWMN,USEPA,200.7,,,,,BRL,Dissolved,Final,ug/l,243.0,Actual,Water Bottle,GRAB
2055524,Water,2017-05-08,13:30,MDT,Sample-Routine,2017-05-31 00:00:00,Iron,Utah Public Health Laboratory,,395717111512301,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,30.0,Actual,Water Bottle,GRAB
2055524,Water,2017-05-08,13:30,MDT,Sample-Routine,2017-05-31 00:00:00,Potassium,Utah Public Health Laboratory,,395717111512301,UNGWMN,USEPA,200.7,,,,,BRL,Dissolved,Final,mg/l,16.6,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Silver,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.5,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Aluminum,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.7,Below Reporting Limit,10.0,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Selenium,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,1.0,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Barium,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.7,,40.0,,ug/l,,Dissolved,Final,ug/l,100.0,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Arsenic,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,7.66,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Cadmium,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,Below Reporting Limit,0.2,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Copper,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,,1.0,,ug/l,,Dissolved,Final,ug/l,3.65,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Lead,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.148,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Zinc,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,11.9,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Chromium,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,2.0,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Manganese,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2025137,Water,2016-10-01,14:50,MDT,Sample-Routine,2016-11-21 00:00:00,Nickel,Utah Public Health Laboratory,,395312113244801,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
1406012-04,Water,2014-06-09,15:20,MDT,Sample-Routine,2014-06-13 00:00:00,Total Dissolved Solids,"U.S. EPA, Region 8 Laboratory",,383453109200601,UNGWMN,USEPA,160.1,,2.0,Method Detection Level,mg/l,,Dissolved,Final,mg/l,224.0,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Silver,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.5,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Aluminum,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.7,Below Reporting Limit,10.0,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Nickel,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Lead,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.1,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Selenium,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,1.0,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Arsenic,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,1.0,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Copper,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,,1.0,,ug/l,,Dissolved,Final,ug/l,2.38,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Manganese,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,38.1,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Zinc,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,13.4,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Barium,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.7,,40.0,,ug/l,,Dissolved,Final,ug/l,100.0,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Cadmium,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,Below Reporting Limit,0.2,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2021185,Water,2016-09-13,15:10,MDT,Sample-Routine,2016-10-19 00:00:00,Chromium,Utah Public Health Laboratory,,395300113425001,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,2.0,Actual,Water Bottle,GRAB
1406012-05,Water,2014-06-09,17:00,MDT,Sample-Routine,2014-06-13 00:00:00,Total Dissolved Solids,"U.S. EPA, Region 8 Laboratory",,383854109242901,UNGWMN,USEPA,160.1,,2.0,Method Detection Level,mg/l,,Dissolved,Final,mg/l,1140.0,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Chromium,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,2.0,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Manganese,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Nickel,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Zinc,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,10.0,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Silver,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.5,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Arsenic,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,1.47,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Barium,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.7,,40.0,,ug/l,,Dissolved,Final,ug/l,112.0,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Cadmium,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.8,Below Reporting Limit,0.2,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Copper,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.8,,1.0,,ug/l,,Dissolved,Final,ug/l,3.88,Actual,Water Bottle,GRAB
2013079,Water,2016-08-09,10:50,MDT,Sample-Routine,2016-09-20 00:00:00,Aluminum,Utah Public Health Laboratory,,390714112200401,UNGWMN,USEPA,200.7,Below Reporting Limit,10.0,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Cadmium,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,Below Reporting Limit,0.2,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Chromium,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,2.0,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Copper,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,Below Reporting Limit,1.0,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Arsenic,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,1.08,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Selenium,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,1.0,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Manganese,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Zinc,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,10.0,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Silver,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.5,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Aluminum,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.7,Below Reporting Limit,10.0,,ug/l,BRL,Dissolved,Final,ug/l,,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Barium,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.7,,40.0,,ug/l,,Dissolved,Final,ug/l,100.0,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Nickel,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,5.0,Actual,Water Bottle,GRAB
2025134,Water,2016-10-02,9:15,MDT,Sample-Routine,2016-11-21 00:00:00,Lead,Utah Public Health Laboratory,,385630114020201,USVW,USEPA,200.8,,,,,BRL,Dissolved,Final,ug/l,0.1,Actual,Water Bottle,GRAB
1805005-04RE1,Water,2018-05-08,09:45,MDT,Sample-Routine,2018-05-24 00:00:00,Chloride,,,373702109284401,UNGWMN,USEPA,300.0,,20.0,,mg/l,,Total,Final,mg/l,79.1,Actual,Water Bottle,GRAB
1805005-04RE1,Water,2018-05-08,09:45,MDT,Sample-Routine,2018-05-24 00:00:00,Chloride,,,373702109284401,UNGWMN,USEPA,300.0,,20.0,,mg/l,,Total,Final,mg/l,79.1,Actual,Water Bottle,GRAB
1805005-04RE1,Water,2018-05-08,09:45,MDT,Sample-Routine,2018-05-24 00:00:00,Sulfate,,as SO4,373702109284401,UNGWMN,USEPA,300.0,,50.0,,mg/l,,Total,Final,mg/l,193.0,Actual,Water Bottle,GRAB
1805005-04RE1,Water,2018-05-08,09:45,MDT,Sample-Routine,2018-05-24 00:00:00,Sulfate,,as SO4,373702109284401,UNGWMN,USEPA,300.0,,50.0,,mg/l,,Total,Final,mg/l,193.0,Actual,Water Bottle,GRAB
1805005-02RE1,Water,2018-05-07,13:00,MDT,Sample-Routine,2018-05-24 00:00:00,Chloride,,,391020111421301,UNGWMN,USEPA,300.0,,20.0,,mg/l,,Total,Final,mg/l,59.1,Actual,Water Bottle,GRAB
2136699,Water,2018-07-10,11:00,MDT,Sample-Routine,2018-07-16 00:00:00,Total dissolved solids,Utah Public Health Laboratory,,415906112485001,UNGWMN,USEPA, 160.1,,20.0,Lower Reporting Limit,mg/l,,Total,Final,mg/l,996.0,Actual,Water Bottle,GRAB
2136702,Water,2018-07-10,11:00,MDT,Sample-Routine,2018-07-13 00:00:00,Arsenic,Utah Public Health Laboratory,,415906112485001,UNGWMN,USEPA, 200.8,,1.0,Lower Reporting Limit,ug/l,,Dissolved,Final,ug/l,1.99,Actual,Water Bottle,GRAB
2136702,Water,2018-07-10,11:00,MDT,Sample-Routine,2018-07-17 00:00:00,Calcium,Utah Public Health Laboratory,,415906112485001,UNGWMN,USEPA, 200.8,,1.0,Lower Reporting Limit,mg/l,,Dissolved,Final,mg/l,78.6,Actual,Water Bottle,GRAB
2136702,Water,2018-07-10,11:00,MDT,Sample-Routine,2018-07-17 00:00:00,Potassium,Utah Public Health Laboratory,,415906112485001,UNGWMN,USEPA, 200.8,,1.0,Lower Reporting Limit,mg/l,,Dissolved,Final,mg/l,4.29,Actual,Water Bottle,GRAB
2136702,Water,2018-07-10,11:00,MDT,Sample-Routine,2018-07-17 00:00:00,Magnesium,Utah Public Health Laboratory,,415906112485001,UNGWMN,USEPA, 200.8,,1.0,Lower Reporting Limit,mg/l,,Dissolved,Final,mg/l,38.3,Actual,Water Bottle,GRAB
